    CK12X010  2014 02 21.6822  1.599464  0.989305  132.1074  113.1421   44.3606  20130309   8.0  4.0  C/2012 X1 (LINEAR)                                       MPEC 2013-E06
    CK12X020  2013 03 31.1786  4.748324  0.770722  215.6139  271.0228   34.1236  20130309   9.0  4.0  C/2012 X2 (PANSTARRS)                                    MPEC 2013-E06
    CK12Y010  2013 01 18.1773  2.016204  0.946700  268.8209  193.2458   20.9596  20130309  15.0  4.0  C/2012 Y1 (LINEAR)                                       MPC 82721
    CK12Y030  2012 08 25.8361  1.764674  0.939785  235.6860  122.7100   73.2308  20130309  11.0  4.0  C/2012 Y3 (McNaught)                                     MPEC 2013-E06
    CK13A010  2014 10 25.5537  1.399705  1.000395    2.4288  300.9679  129.0239  20130309   6.0  4.0  C/2013 A1 (Siding Spring)                                MPEC 2013-E06
    PK13A020  2013 02  7.3568  2.177548  0.455837  134.5361  355.8341    3.3668  20130309  15.5  4.0  P/2013 A2 (Scotti)                                       MPC 82721
    PK13A76L  2012 12 13.3231  2.047537  0.684981   27.2022  145.9444  144.8611  20130309  16.0  4.0  P/2013 AL76 (Catalina)                                   MPC 82721
    CK13B020  2013 07  2.1671  3.732402  1.006149  156.6010  331.9290   43.4719  20130309  11.0  4.0  C/2013 B2 (Catalina)                                     MPC 82722
    CK13C020  2015 03 25.5721  9.312572  0.410442  301.6019  247.6282   21.3355  20130309  10.0  4.0  C/2013 C2 (Tenagra)                                      MPEC 2013-E06
    PK13C31E  2012 05 17.8858  4.014715  0.172872   27.1792   87.1220    4.7210  20130309  11.0  4.0  P/2013 CE31 (MOSS)                                       MPC 82722
    CK13D010  2013 04 13.8455  2.457221  0.779405  252.7646  294.8931   10.0787  20130309  14.0  4.0  C/2013 D1 (Holvorcem)                                    MPEC 2013-E06
    CK13E010  2013 10 19.1368  7.649580  1.000000  320.5204  134.6482  158.5665             5.5  4.0  C/2013 E1 (McNaught)                                     MPEC 2013-E35
0002P         2013 11 21.7041  0.336136  0.848204  186.5374  334.5747   11.7790  20130309  11.5  6.0  2P/Encke                                                 MPC 75714
0004P         2014 05 29.5456  1.655318  0.568695  205.0219  199.2888    9.0494  20130309   8.0  6.0  4P/Faye                                                  MPC 75714
0009P         2011 01 11.3510  1.523963  0.513924  179.3252   68.8745   10.5241  20130309   5.5 10.0  9P/Tempel                                                MPC 75715
0010P         2010 07  4.3916  1.421041  0.536349  195.5492  117.8022   12.0267  20130309   5.0 10.0  10P/Tempel                                               MPC 79344
